,fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento
55,2016-06-28,1170491,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  122529.66,03 - UNIVERSITARIO
56,2016-06-28,1170592,N,ES,V,59,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,28.0,MADRID,1,  265555.35,02 - PARTICULARES
57,2016-06-28,1170596,N,ES,V,45,2013-08-28,0,34,1,,1.0,A,S,N,,KAT,N,1,46.0,VALENCIA,1,  125439.48,02 - PARTICULARES
58,2016-06-28,1170632,N,ES,V,32,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,28.0,MADRID,1,   74783.70,02 - PARTICULARES
59,2016-06-28,1170633,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,         NA,03 - UNIVERSITARIO
60,2016-06-28,1170635,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,   63963.06,03 - UNIVERSITARIO
61,2016-06-28,1170637,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,         NA,03 - UNIVERSITARIO
62,2016-06-28,1170639,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,         NA,03 - UNIVERSITARIO
63,2016-06-28,1170641,N,ES,V,22,2013-08-28,0,34,1,,1.0,A,S,N,,KHE,N,1,13.0,CIUDAD REAL,1,   71012.40,03 - UNIVERSITARIO
64,2016-06-28,1170643,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,   77160.69,03 - UNIVERSITARIO
65,2016-06-28,1170645,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,         NA,03 - UNIVERSITARIO
66,2016-06-28,1170647,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,   61138.35,03 - UNIVERSITARIO
67,2016-06-28,1170649,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,   21705.30,03 - UNIVERSITARIO
68,2016-06-28,1170651,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,         NA,03 - UNIVERSITARIO
69,2016-06-28,1170631,N,ES,V,37,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,29.0,MALAGA,0,   34841.73,02 - PARTICULARES
70,2016-06-28,1170653,N,ES,V,22,2013-08-28,0,34,1,,1.0,A,S,N,,KHE,N,1,45.0,TOLEDO,0,  420820.17,03 - UNIVERSITARIO
71,2016-06-28,1170657,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,   52630.26,03 - UNIVERSITARIO
72,2016-06-28,1170659,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,   37036.14,03 - UNIVERSITARIO
73,2016-06-28,1170661,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,   59381.25,03 - UNIVERSITARIO
74,2016-06-28,1170663,N,ES,V,39,2013-08-28,0,34,1,,1.0,I,S,N,,KAT,N,1,41.0,SEVILLA,0,         NA,02 - PARTICULARES
75,2016-06-28,1170665,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,   72300.21,03 - UNIVERSITARIO
76,2016-06-28,1170667,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,         NA,03 - UNIVERSITARIO
77,2016-06-28,1170669,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,         NA,03 - UNIVERSITARIO
78,2016-06-28,1170671,N,ES,H,38,2013-08-28,0,34,1,,1.0,A,S,N,,KAT,N,1,28.0,MADRID,1,         NA,02 - PARTICULARES
79,2016-06-28,1170673,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,         NA,03 - UNIVERSITARIO
80,2016-06-28,1170675,N,ES,V,46,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,32.0,OURENSE,0,   67785.78,02 - PARTICULARES
81,2016-06-28,1170676,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,   37978.44,03 - UNIVERSITARIO
82,2016-06-28,1170655,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,   46505.94,03 - UNIVERSITARIO
83,2016-06-28,1170630,N,ES,H,34,2013-08-28,0,11,1,,1.0,A,S,N,,KHN,N,1,29.0,MALAGA,0,   48957.93,02 - PARTICULARES
84,2016-06-28,1170628,N,ES,V,35,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,39.0,CANTABRIA,1,         NA,02 - PARTICULARES
85,2016-06-28,1170627,N,ES,H,31,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,28.0,MADRID,1,         NA,02 - PARTICULARES
86,2016-06-28,1170597,N,ES,V,42,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,46.0,VALENCIA,1,   51663.06,02 - PARTICULARES
87,2016-06-28,1170598,N,ES,H,29,2013-08-28,0,34,1,,1.0,A,S,N,,KAT,N,1,45.0,TOLEDO,1,   51296.49,02 - PARTICULARES
88,2016-06-28,1170599,N,ES,H,88,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,8.0,BARCELONA,0,  101791.77,02 - PARTICULARES
89,2016-06-28,1170601,N,ES,V,30,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,39.0,CANTABRIA,1,  254503.44,03 - UNIVERSITARIO
90,2016-06-28,1170602,N,ES,H,51,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,28.0,MADRID,0,         NA,02 - PARTICULARES
91,2016-06-28,1170603,N,ES,H,64,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,10.0,CACERES,1,         NA,02 - PARTICULARES
92,2016-06-28,1170604,N,ES,H,36,2013-08-28,0,34,1,,1.0,A,S,N,,KAT,N,1,29.0,MALAGA,1,         NA,02 - PARTICULARES
93,2016-06-28,1170605,N,ES,H,48,2013-08-28,0,34,1,,1.0,A,S,S,,KFC,N,1,35.0,"PALMAS, LAS",1,   63258.15,02 - PARTICULARES
94,2016-06-28,1170606,N,ES,H,41,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,29.0,MALAGA,0,         NA,02 - PARTICULARES
95,2016-06-28,1170607,N,ES,V,41,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,28.0,MADRID,0,   44710.68,02 - PARTICULARES
96,2016-06-28,1170608,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,S,,KFC,N,1,52.0,MELILLA,0,   37961.19,02 - PARTICULARES
97,2016-06-28,1170609,N,ES,H,22,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,29.0,MALAGA,1,  118674.36,02 - PARTICULARES
98,2016-06-28,1170610,N,ES,V,23,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,7.0,"BALEARS, ILLES",0,         NA,02 - PARTICULARES
99,2016-06-28,1170611,N,ES,H,33,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,28.0,MADRID,1,  158457.42,03 - UNIVERSITARIO
100,2016-06-28,1170612,N,ES,H,33,2013-08-28,0,34,1,,1.0,I,S,S,,KFC,N,1,33.0,ASTURIAS,1,         NA,02 - PARTICULARES
101,2016-06-28,1170614,N,ES,V,36,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,45.0,TOLEDO,1,   51874.71,02 - PARTICULARES
102,2016-06-28,1170616,N,ES,V,38,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,46.0,VALENCIA,0,         NA,02 - PARTICULARES
103,2016-06-28,1170617,N,ES,V,72,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,14.0,CORDOBA,1,   44047.53,02 - PARTICULARES
104,2016-06-28,1170619,N,ES,H,36,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,18.0,GRANADA,1,   45544.20,02 - PARTICULARES
105,2016-06-28,1170620,N,ES,V,39,2016-01-22,1,5,1,,1.0,A,S,N,,KFC,N,1,18.0,GRANADA,1,         NA,02 - PARTICULARES
106,2016-06-28,1170621,N,ES,V,47,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,50.0,ZARAGOZA,0,         NA,02 - PARTICULARES
107,2016-06-28,1170623,N,ES,V,27,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,28.0,MADRID,0,   56983.89,02 - PARTICULARES
108,2016-06-28,1170624,N,ES,H,29,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,28.0,MADRID,1,         NA,02 - PARTICULARES
109,2016-06-28,1170625,N,ES,V,35,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,28.0,MADRID,1,  227877.51,02 - PARTICULARES
110,2016-06-28,1170626,N,ES,H,29,2013-08-28,0,34,1,,1.0,A,S,N,,KFC,N,1,23.0,JAEN,1,         NA,03 - UNIVERSITARIO
111,2016-06-28,1170595,N,ES,V,30,2013-08-28,0,34,1,,1.0,I,S,N,,KFC,N,1,29.0,MALAGA,0,         NA,02 - PARTICULARES
112,2016-06-28,1170678,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,45.0,TOLEDO,0,         NA,03 - UNIVERSITARIO
113,2016-06-28,1170489,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,17.0,GIRONA,0,  183147.15,03 - UNIVERSITARIO
114,2016-06-28,1170486,N,ES,H,59,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,         NA,02 - PARTICULARES
115,2016-06-28,1170333,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   27644.16,03 - UNIVERSITARIO
116,2016-06-28,1170335,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,50.0,ZARAGOZA,0,   57157.08,03 - UNIVERSITARIO
117,2016-06-28,1170337,N,ES,H,22,2013-08-28,0,34,1,,1.0,A,S,N,,KHE,N,1,50.0,ZARAGOZA,1,   47177.67,03 - UNIVERSITARIO
118,2016-06-28,1170339,N,ES,H,22,2013-08-28,0,34,1,,1.0,A,S,N,,KHE,N,1,50.0,ZARAGOZA,1,  119889.72,03 - UNIVERSITARIO
119,2016-06-28,1170341,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,50.0,ZARAGOZA,0,  146451.78,03 - UNIVERSITARIO
120,2016-06-28,1170343,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,50.0,ZARAGOZA,0,  127841.58,03 - UNIVERSITARIO
121,2016-06-28,1170344,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   87284.49,03 - UNIVERSITARIO
122,2016-06-28,1170346,N,ES,H,23,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,   66531.72,03 - UNIVERSITARIO
123,2016-06-28,1170347,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,50.0,ZARAGOZA,0,   88471.86,03 - UNIVERSITARIO
124,2016-06-28,1170349,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   52140.39,03 - UNIVERSITARIO
125,2016-06-28,1170350,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,28.0,MADRID,0,  106568.46,03 - UNIVERSITARIO
126,2016-06-28,1170331,N,ES,V,88,2013-08-28,0,34,1,,1.0,A,S,N,,KAT,N,1,28.0,MADRID,1,   74259.78,02 - PARTICULARES
127,2016-06-28,1170352,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   47182.74,03 - UNIVERSITARIO
128,2016-06-28,1170355,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,28.0,MADRID,0,   79657.89,03 - UNIVERSITARIO
129,2016-06-28,1170357,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,50.0,ZARAGOZA,0,  138571.14,03 - UNIVERSITARIO
130,2016-06-28,1170364,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   87986.58,03 - UNIVERSITARIO
131,2016-06-28,1170366,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,50.0,ZARAGOZA,0,    9871.86,03 - UNIVERSITARIO
132,2016-06-28,1170368,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,22.0,HUESCA,0,  109272.60,03 - UNIVERSITARIO
133,2016-06-28,1170370,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,50.0,ZARAGOZA,0,  107777.37,03 - UNIVERSITARIO
134,2016-06-28,1170372,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,44.0,TERUEL,0,   65357.58,03 - UNIVERSITARIO
135,2016-06-28,1170374,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   64433.04,03 - UNIVERSITARIO
136,2016-06-28,1170376,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,50.0,ZARAGOZA,0,   23822.79,03 - UNIVERSITARIO
137,2016-06-28,1170378,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,S,,KHE,N,1,12.0,CASTELLON,0,   37090.77,03 - UNIVERSITARIO
138,2016-06-28,1170353,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,22.0,HUESCA,0,  109429.41,03 - UNIVERSITARIO
139,2016-06-28,1170326,N,ES,H,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,         NA,03 - UNIVERSITARIO
140,2016-06-28,1170324,N,ES,V,22,2013-08-28,0,34,1,,1.0,A,S,N,,KHE,N,1,22.0,HUESCA,1,  150399.39,03 - UNIVERSITARIO
141,2016-06-28,1170322,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   61885.50,03 - UNIVERSITARIO
142,2016-06-28,1170280,N,ES,V,27,2013-08-27,0,34,1,,1.0,I,S,S,,KFC,N,1,3.0,ALICANTE,0,   60522.18,02 - PARTICULARES
143,2016-06-28,1170281,N,ES,H,22,2013-09-06,0,33,1,,1.0,A,S,N,,KHE,N,1,27.0,LUGO,1,   36835.26,03 - UNIVERSITARIO
144,2016-06-28,1170283,N,ES,H,22,2013-08-27,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,1,         NA,03 - UNIVERSITARIO
145,2016-06-28,1170285,N,ES,H,41,2013-08-27,0,34,1,,1.0,A,S,N,,KFC,N,1,33.0,ASTURIAS,1,         NA,02 - PARTICULARES
146,2016-06-28,1170286,N,ES,H,22,2013-08-27,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",0,         NA,03 - UNIVERSITARIO
147,2016-06-28,1170288,N,ES,V,36,2013-08-27,0,34,1,,1.0,I,S,N,,KFC,N,1,18.0,GRANADA,0,   86069.46,02 - PARTICULARES
148,2016-06-28,1170289,N,ES,V,24,2013-08-27,0,34,1,,1.0,A,S,N,,KFC,N,1,41.0,SEVILLA,1,         NA,03 - UNIVERSITARIO
149,2016-06-28,1170290,N,ES,H,22,2013-08-27,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,   94295.61,03 - UNIVERSITARIO
150,2016-06-28,1170293,N,ES,V,22,2013-08-27,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,   49534.68,03 - UNIVERSITARIO
151,2016-06-28,1170295,N,ES,V,22,2013-08-27,0,34,1,,1.0,I,S,N,,KHE,N,1,9.0,BURGOS,0,   65639.64,03 - UNIVERSITARIO
152,2016-06-28,1170296,N,ES,H,22,2013-08-27,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,  107690.61,03 - UNIVERSITARIO
153,2016-06-28,1170298,N,ES,V,22,2013-08-27,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,  103715.28,03 - UNIVERSITARIO
154,2016-06-28,1170300,N,ES,H,32,2013-08-27,0,34,1,,1.0,A,S,N,,KAT,N,1,28.0,MADRID,1,   61154.40,03 - UNIVERSITARIO
155,2016-06-28,1170302,N,ES,V,50,2013-08-27,0,34,1,,1.0,I,S,N,,KAT,N,1,8.0,BARCELONA,0,   75870.45,02 - PARTICULARES
156,2016-06-28,1170304,N,ES,V,41,2013-08-27,0,34,1,,1.0,A,S,N,,KAT,N,1,31.0,NAVARRA,1,         NA,02 - PARTICULARES
157,2016-06-28,1170305,N,ES,V,22,2013-08-28,0,34,1,,1.0,I,S,N,,KHE,N,1,47.0,VALLADOLID,0,   92052.63,03 - UNIVERSITARIO
